" Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội", 60 m,4,"Cho thuê nhà phố trần bình -mai dịch 60m2 4 tầng 4 phòng ngủ ,nhà trang bị đầy đủ đồ hcơ bản điều hoà ,nóng lạnh…
Tầng 1 sân để xe ,khách ,bếp.
Tầng 23 mỗi tầng chia 2 phòng ngủ.
Tầng 4 phòng thờ sân phơi .
Nhà nằm gàn bệnh viện ,trường thương mại ,múa ,giao thông thuận tiện,ngõ xe ba gác cách đường oto 50.thích hợp ở hộ gia đình ,làm văn phòng…",_,,4,16m,False,False,False,False,False,---," 11,5 triệu / tháng",Ngày đăng: 29/07/2023,50m,Nhà trong hẻm,4m
" Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội", 90 m,10,"Cho thuê nhà mặt phố trần Bình 90m2 8 tầng ,nhà mới hoàn thiện ,đầy đủ trân thiết bị ,điều hoà ,nóng lạnh ,thang máy..
Từ tầng 1 đến tầng 6 thông sàn .
Tầng 7 8 chia 2 phòng .
Nhà nằm mặt phố sầm uất đông dân cư ,gần các trường đại học lớn ,thương mại ,nghệ thuật …
Thích hợp làm trung tầm ,lớp học ,kinh doanh …",_,,8,19m,False,False,False,False,False,---, 65 triệu / tháng,Ngày đăng: 29/07/2023,0m,Nhà mặt tiền,6m
" Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh", 1.300 m,---,"Cho thuê kho 1300m2 Bình Tân gần ngã 4 bốn xã
- Diện tích xưởng 1300m2.
- Đặc biệt xưởng cao ráo.
- Đường xe cont
- Điện hạ trạm 3 pha
- Giá cho thuê: 85 triệu/ tháng 
- Thích hợp cho mọi ngành nghề như cơ khí, nhựa, đế giày, điện cơ, bao bì nhựa, bao bì giấy, kho chứa hàng...bao bì giấy, may mặc, giày da, điện máy, điện lạnh...",_,,---,---,False,False,False,False,False,---, 85 triệu / tháng,Ngày đăng: 29/07/2023,---,"Kho, xưởng",---
" Đường Lý Thường Kiệt, Phường Phù Chẩn, Thành phố Từ Sơn, Bắc Ninh", 10.000 m,---,"Cho thuê kho xưởng khung zamil diện tích đa dạng tại VSIP Bắc Ninh
-Diện tích : 1000m2, 2000m2, 3000m2,5000m2……200.000m2
- Kho, xưởng xây dựng kiên cố, mái cao 13m, mái chống nóng.
- Có trạm điện 3 pha đáp ứng đủ sản xuất , nước sạch thành phố đầy đủ lắp vòi nước lắp ngay trong xưởng, giá tiền điện, nước thanh toán theo giá nhà nước.
- Có hệ thống PCCC tự động theo tiêu chuẩn.
- Giá thuê: 50.000đ/m2/tháng.
- Hợp đồng lâu dài, ký linh động từ 3 - 5 - 10 năm (trực tiếp với chủ).
- Chi tiết liên hệ:Thu Hương",_,,---,---,False,False,False,False,False,---, 50 ngàn / m,Ngày đăng: 29/07/2023,---,"Kho, xưởng",---
" Đường Nguyễn Khoái, Xã Tân Dân, Huyện Khoái Châu, Hưng Yên", 4.000 m,---,"Cho thuê kho,xưởng mới xây khu công nghiệp Khoái Châu,Hưng Yên.DT đa dạng 1000m2 đến 200.000m2
Cho thuê nhà xưởng trong và ngoài khu CN Khoái Châu diện tích đa dạng :1000m2, 2000m2, 3000m2,4000m2,5000m2…100.000m2
Giá cho thuê nhà xưởng : 50.000vnđ/m2
+ Xưởng mới xây dựng kiên cố, thích hợp với mọi mô hình sản xuất kinh doanh, mái tôn cao thoáng, khung thép zamil
+ Hệ thống pccc tự động theo tiêu chuẩn mới  ,điện nước đáp ứng đủ sản xuất , giao thông thuận tiện, dễ dàng vận chuyển hàng hóa đến trung tâm và các tỉnh.
+ Khu vực nhiều lao động, an ninh tốt, xưởng có giấy tờ pháp lý đầy đủ, hợp đồng thuê xưởng dài hạn
Quý khách có nhu cầu xem xưởng vui lòng LH : Công ty Xứng Đáng",_,,---,---,False,False,False,False,False,---, 50 ngàn / m,Ngày đăng: 29/07/2023,---,"Kho, xưởng",---
" Đường Quang Trung, Thị trấn Kẻ Sặt, Huyện Bình Giang, Hải Dương", 5.000 m,---,"Cho thuê kho,xưởng mới 100% khu CN Bình Giang,Hải Dương.
Diện tích: 1000m2 đến 100.000m2 (chia nhỏ theo yêu cầu và có nhiều xưởng độc lập riêng biệt).
Giá thuê: 50.000vnđ/m2/tháng
Đặc điểm : Nhà kho, xưởng nằm trong và khu công nghiệp được thiết kế và xây dựng đồng bộ, sạch sẽ, đẹp hiện đại bao gồm các tiện ích như trạm biến áp, hệ thống dàn đèn, xử lý nước thải, mái tôn chống nóng, nền nhà cao, lối thoát hiểm, PCCC,văn phòng,ký túc xá cho công nhân, bảo vệ 24/24. LH: Như Lai  .",_,,---,---,False,False,False,False,False,---, 250 triệu / tháng,Ngày đăng: 29/07/2023,---,"Kho, xưởng",---
" Đường Hoàn Sơn, Xã Đại Đồng, Huyện Tiên Du, Bắc Ninh", 2.000 m,---,"Cho thuê nhà xưởng trong và ngoài khu CN Đại Đồng , Hoàn Sơn , Bắc Ninh diện tích đa dạng :1000m2, 2000m2, 3000m2,4000m2,5000m2…200.000m2
Giá cho thuê nhà xưởng : 50.000vnđ/m2
+ Xưởng mới xây dựng kiên cố, thích hợp với mọi mô hình sản xuất kinh doanh, mái tôn cao thoáng, khung thép zamil
+ Hệ thống pccc tự động theo tiêu chuẩn mới  ,điện nước đáp ứng đủ sản xuất , giao thông thuận tiện, dễ dàng vận chuyển hàng hóa đến trung tâm và các tỉnh.
+ Khu vực nhiều lao động, an ninh tốt, xưởng có giấy tờ pháp lý đầy đủ, hợp đồng thuê xưởng dài hạn
Quý khách có nhu cầu xem xưởng vui lòng LH : Công ty Xứng Đáng",_,,---,---,False,False,False,False,False,---, 50 ngàn / m,Ngày đăng: 29/07/2023,---,"Kho, xưởng",---
" Phố Nối A,  Xã Tân Quang, Huyện Văn Lâm, Hưng Yên", 60.000 m,---,"Cho Thuê Kho Xưởng Khung Zamil Diện Tích Đa Dạng tại Khu CN Tân Quang & Phố Nối A,Văn Lâm,HY
-Diện tích : 1000m2, 2000m2, 3000m2,5000m2……200.000m2
- Kho, xưởng xây dựng kiên cố, mái cao 13m, mái chống nóng.
- Có trạm điện 3 pha đáp ứng đủ sản xuất , nước sạch thành phố đầy đủ lắp vòi nước lắp ngay trong xưởng, giá tiền điện, nước thanh toán theo giá nhà nước.
- Có hệ thống PCCC tự động theo tiêu chuẩn.
- Giá thuê: 50.000vnđ/m2/tháng.
- Hợp đồng lâu dài, ký linh động từ 3 - 5 - 10 năm (trực tiếp với chủ).
- Chi tiết liên hệ:Thu Hương",_,,---,---,False,False,False,False,False,---, 50 ngàn / m,Ngày đăng: 29/07/2023,---,"Kho, xưởng",---
" Đường Trần Hữu Dực, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội", 215 m,---,,_,,---,---,False,False,False,False,False,---, 250 ngàn / m,Ngày đăng: 29/07/2023,---,Văn phòng,---
" 205/41/34 Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh", 14 m,---,"Phòng cho thuê 205/41/34 Phạm Văn Chiêu, P. 14, Q. Gò Vấp trong tòa nhà rất đẹp 
+ DT: 14 m2, sàn gỗ. 
- Nước nóng lạnh năng lượng mặt trời, không lo tốn điện. 
- WC riêng biệt cạnh phòng, Vòi sen, lavabo cao cấp.
 - Máy giặt dùng miễn phí, có người dọn vệ sinh hành lang hàng tuần internet cáp quang, truyền hình cáp. 
- Có cửa sổ thoáng mát 
- Camera giám sát 24/24. - Khóa Vân tay và thẻ từ an toàn cho bạn cảm giác thoải mái, an tâm như ở chính nhà mình. 
+ Vị trí thuận tiện: Cách đường Quang Trung 300m Gần ngã ba Cây Trâm - Phạm Văn Chiêu, gần Chợ Thạch Đà, Cách Công Viên Làng Hoa, Công Viên Phần Mềm Quang Trung, Chợ Hạnh Thông Tây,... Chỉ 3 - 5p đi xe và gần nhiều trường đại học, trạm xe Buýt, tiện đi lại mọi nơi trong thành phố. 
- Nhà mặt tiền đường xe hơi trong khu dân cư an ninh sầm uất khu dân trí cao, Là chỗ ở lý tưởng cho gia đình, nhân viên văn phòng, sinh viên. 
- Giá rất hợp lý: 2 Triệu - tiền phòng giảm sâu và không tăng lại. 

. + Địa chỉ: 205/41/34 Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, TP. HCM.",_,,---,---,False,False,False,False,False,---, 2 triệu / tháng,Ngày đăng: 29/07/2023,---,"Phòng trọ, nhà trọ",---
" Đường Trương Định, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội", 150 m,15,"Chính chủ tôi cần cho thuê Nguyên toà building mặt phố Trương Định ngay ngã tư Kim Đồng, Tân Mai, quần thể CC Nam Đô, hoặc có thể thuê riêng các sàn 1,2,3 hoặc 4 sàn trên nhé. Trước cửa nhà để hàng chục ô tô chưa tính hầm.
- MB 150m2, MT 12m, nhà có lối đi phụ phái sau cũng đường ô tô tránh,  mặt sau đã làm sẵn thang thoát hiểm. Xây mới 8 tầng nổi, một hầm. Vỉa hè 3m, view mặt tiền kính nổi nhất phố, riêng tiền đá ốp mặt tiền đã ngót nghét tỷ bạc. Tòa nhà hoàn thiện đẳng cấp 5 sao. 
- Thiết kế:
- Hầm để ô tô xe máy.
- Tầng 1,2,3 thông sàn kinh doanh, 3WC.
- Từ tầng 4,5,6 mỗi tầng 3 căn hộ vệ sinh khép kín, đã full giường tủ, bếp, điều hòa.
- Tầng 7: Một phòng và khu vực tổ chức sự kiện,
- Tầng 8: Tum sân chơi ngắm phố.
- Thang máy Cabin mạ Vàng nhập khẩu nguyên chiếc từ Đức 650kg . Đã trang bị sẵn hệ thống PCCC tự Động và có giấy phép phòng chống Chữa cháy.
- Nhà thuộc đoạn kinh doanh sầm uất nhất phố Trương định, đầy đủ quần thể xung quanh. Giao thông kết nối siêu thuận lợi, view tòa nhà đẹp, nổi nhất phố.
- Phù hợp làm tòa nhà văn phòng, khách sạn, ngân hàng, siêu thị điện máy, kinh doanh bất chấp mọi loại hình.
- Cần cho thuê ổn định và lâu dài. Giá thỏa thuận . Vậy ai có nhu cầu, hoặc anh chị em có khách xin liên hệ trực tiếp em nhé",_,,8,11m,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 100 triệu / tháng,Ngày đăng: 29/07/2023,30m,Nhà mặt tiền,12m
" Đường Nguyễn Phước Lan, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 238 m,2,"Cho thuê Kho, Xưởng MT  gần đừờng lớn Nguyễn Phuớc Lan, Hòa Xuân, Cẩm Lệ
- DT kho:  238m2 (10X 23.8 )
- Kho, Xưởng Rộng đẹp, kiên cố, có gác lửng, hệ thống điện nước, điều hòa, đèn chiếu sáng 
- Vị trí: vị trí đẹp trục đường chính khu Hoà xuân, đuờng 2 chiều rộng xe tải lưu thông thuận tiện, thích hợp kinh doanh đa ngành nghề.
- Giá thuê : 22tr/tháng 
- Hợp đồng lâu dài.

- Liên hệ: Ms Nga 0905-919-960 Call/zalo.

BĐS NewLands chuyên nhà Đất Thổ Cư Đà Nẵng
VPKD1: 12 Vũ Văn Dũng, Sơn Trà
VPKD2: Trục Shophouse KĐT FPT NHS",_,,1,24m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 22 triệu / tháng,Ngày đăng: 29/07/2023,33m,Nhà mặt tiền,10m
" Đường Nguyễn Đình Chiểu, Phường 3, Quận 3, Hồ Chí Minh", 60 m,---,"Tôi cần cho thuê mặt bằng Nguyễn Đình Chiểu Quận 3
Diện tích: 4x15m
Mặt bằng lối đi riêng, nằm ngay khu trung tâm, tuyến đường tập trung kinh doanh các nghành thời trang, spa, thẩm mỹ, nails,..
Phù hợp làm nails, salon, thời trang,…
Giá 30 triệu/tháng
Liên hệ: Mr. Nguyên",_,,---,15m,False,False,False,False,False,---, 30 triệu / tháng,Ngày đăng: 29/07/2023,6m,Mặt bằng,4m
" Đường Hoàng Diệu, Phường 10, Quận Phú Nhuận, Hồ Chí Minh", 50 m,2,"Tôi cần cho thuê mặt bằng đường Hoàng Diệu, Phường 10, Quận Phú Nhuận
Diện tích: 50m2
Có sân trước sau, có máy lạnh, mặt bằng mới đẹp
Giá: 16 triệu/tháng
Mặt bằng mới được xây sửa mới đẹp, phù hợp làm showroom, shop thời trang…
Liên hệ: Mr. Nguyên",_,,---,10m,False,False,False,False,False,---, 16 triệu / tháng,Ngày đăng: 29/07/2023,20m,Mặt bằng,5m
" Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Hồ Chí Minh", 64 m,4,"Tôi cần cho thuê nhà nguyên căn đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh
Diện tích: 4x16m
Kết cấu: Trệt 4 Lầu, 4 Phòng 3WC
Giá: 45 triệu/tháng
Nhà nằm ngay khu dân cư đông đúc, mật độ xe qua lại cao, thích hợp kinh doanh shop thời trang, văn phòng công ty,…
Liên hệ: Mr. Nguyên",_,,4,16m,False,False,False,False,False,---, 45 triệu / tháng,Ngày đăng: 29/07/2023,20m,Nhà mặt tiền,4m
" Đường Cao Thắng, Phường 4, Quận 10, Hồ Chí Minh", 67 m,3,"Cần cho thuê nhà đường Cao Thắng Quận 10
Diện tích: 67m2
Kết cấu: Trệt 3 Lầu có sân trước sân sau 
Kinh doanh các phụ kiện thời trang, nhà hàng, shop quần áo, cafe,…
Giá chỉ 35 triệu/tháng
Liên hệ: Mr.Nguyên",_,,3,17m,False,False,False,False,False,---, 35 triệu / tháng,Ngày đăng: 29/07/2023,6m,Nhà mặt tiền,4m
" Đường Thành Thái, Phường 15, Quận 10, Hồ Chí Minh", 100 m,5,"Cho thuê nhà mặt tiền đường thành thái phường 15 quận 10 
Diện tích : 5x20 
Kết cấu: trệt, 3 lầu 
- Vị trí đẹp, khu vực sầm uất xung quanh tập trung nhiều tiện ích, giao thông thuận tiện, khu kinh doanh đa ngành nghề.....
Giá: 55tr/tháng",_,,3,20m,False,False,False,False,False,Giấy tờ hợp lệ, 55 triệu / tháng,Ngày đăng: 29/07/2023,20m,Nhà mặt tiền,5m
" Đường Hoa Lan, Phường 2, Quận Phú Nhuận, Hồ Chí Minh", 67 m,6,"Chính chủ cho thuê nhà mặt tiền dường Hoa Lan Quận Phú Nhuận 
Diện tích 4.5x15
Kết cấu:  4lầu 
Vị trí vip tập trung nhiều văn phòng công ty lớn, ngân hàng, siêu thị, nhà hàng, trung tâm giao dịch. Giao thông thuận tiện qua lại các Quận trung tâm. Thích hợp làm văn phòng cty, trường học, nha khoa, thẩm mỹ viện, spa, đào tạo nghề
Giá thuê 40tr/tháng",_,,4,15m,False,False,False,False,False,Giấy tờ hợp lệ, 40 triệu / tháng,Ngày đăng: 29/07/2023,16m,Nhà mặt tiền,"4,5m"
" 12 Đường Phạm Xuân Ẩn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 110 m,---,"Cho thuê mặt bằng kinh doanh vị trí gốc 2 mặt tiền thuộc khu dân cư đông đúc, đối diện công viên thoáng mát tại địa chỉ số 97 Thanh Lương 23, Phường Hòa Xuân, Quận Cẩm Lệ (đối diện số nhà 12 Phạm Xuân Ẩn)
Diện tích 110 m2 (18 x 6) phù hợp cho thuê làm công ty và showroom trung bày",_,,---,---,False,False,False,False,False,---, 15 triệu / tháng,Ngày đăng: 29/07/2023,10m,Mặt bằng,---
" Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng", 102 m,3,"Cho thuê Căn hộ cao cấp view sông Hàn 3PN ở khu Căn hộ Monarchy block B mới, Mt Trần Hưng Đạo, An Hải Tây, Sơn Trà.
- Diện tích 102 m2, 3PN, 2 toilet, PK và bếp. full nội thất y hình, ban công rộng rãi,  thoáng mát. Tầng cao View Sông Hàn và Cầu Rồng.
- Khu căn hộ cao cấp Monarchy có nhiều tiện ích, nhà để xe, công viên rộng rãi, cư dân văn minh. Ngay đường Trần Hưng Đạo, trung tâm thành phố đi lại thuận tiện. 

- Giá thuê 27 tr/th, cọc 1 thanh toán 3.

- Liên hệ xem nhà: Ms Nga 0905-919-960  Call/zalo.
BĐS Newlands Chuyên nhà đất thổ cư Đà Nẵng
VPKD1: 12 Vũ Văn Dũng, Sơn Trà 
VPKD2: Trục Shophouse KĐT FPT, NHS",_,,20,20m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 27 triệu / tháng,Ngày đăng: 29/07/2023,15m,Căn hộ chung cư,5m
" Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh", 95 m,6,"Mình cần cho thuê nhà đường Nguyễn Công Trứ, phường Nguyễn Thái Bình, quận 1
Diện tích:4.5x21m
Kết cấu: Hầm Trệt 3 Lầu
Giá: 50 triệu/tháng
Nằm ngay tuyến đường đông đúc, phù hợp kinh doanh đa dạng ngành nghề
Liên hệ: Mr. Nguyên",_,,4,21m,False,False,False,False,False,---, 50 triệu / tháng,Ngày đăng: 29/07/2023,25m,Nhà mặt tiền,"4,5m"
" Đường Lê Văn Sỹ, Phường 1, Quận 3, Hồ Chí Minh", 148 m,2,"Cần cho thuê nhà đường Lê Văn Sỹ Quận 3
Diện tích: 4.85x30m
Kết cấu: Trệt Lầu
Nhà nằm ngay khu vực trung tâm, đông dân cư qua lại
Kinh doanh làm các ngành nghề như là: văn phòng công ty,…
Giá: 30 triệu/tháng
Liên hệ: Mr.Nguyên",_,,2,30m,False,False,False,False,False,---, 30 triệu / tháng,Ngày đăng: 29/07/2023,6m,Nhà mặt tiền,5m
" Đường Nguyễn Văn Lượng, Phường 10, Quận Gò Vấp, Hồ Chí Minh", 100 m,4,"Nguyễn Văn Lượng, phường 17 quận Gò Vấp
Căn góc 2 MT rất đẹp và thoáng, khu vực đông đúc đối diện Lotte, tiện kinh doanh mọi ngành nghề.
Nhà mới hoàn toàn, có sẵn máy lạnh. Vào kinh doanh luôn, không cần sửa chữa gì.
Diện tích: 4,2 x23m, trệt + 2 lầu,
- Tầng trệt trống suốt, 2 WC
- Lầu 1 chia 2 phòng lớn, 2 WC
- Lầu 2 chia 2 phòng lớn, 1 WC
- Vỉa hè rộng, để xe thoải mái phía trước và bên hông

- Giá hiện đang cho thuê 50 triệu / tháng nay giảm còn 45 triệu/tháng",_,,2,23m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 45 triệu / tháng,Ngày đăng: 29/07/2023,30m,Nhà mặt tiền,"4,5m"
" 01 Đường Tây Sơn, Phường Quang Trung, Thành phố Quy Nhơn, Bình Định", 150 m,6,"- Cho thuê biệt thự cao cấp Quy Nhơn.
- Diện tích: 150m2 3 lầu
- giá thuê: 30 triệu
- Hiện trạng: Biệt thự 3 tầng, có sân, 6pn full nội thất, 6wc riêng biệt, thích hợp cho sếp công tác ở, làm văn phòng công ty, khách nước ngoài, …
Lh Mr Đại",_,,3,20m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 30 triệu / tháng,Ngày đăng: 29/07/2023,12m,"Biệt thự, nhà liền kề",7m
" 12 Đường Nguyễn Thị Định, Phường Nguyễn Văn Cừ, Thành phố Quy Nhơn, Bình Định", 100 m,8,"Cho thuê toà nhà trung tâm Nguyễn Thị Định, trung tâm thành phố Quy Nhơn

🏝 DT 100m2 ngang 5m
🌅 Cách biển 500m, ĐHQN 500km, chợ 500m, ngay khu trung tâm sầm uất Quy Nhơn.

💽 Giá thuê 30triệu/ tháng  
- Hiện trạng: 5lầu
- Tầng 1,2,3,4: phòng khách rộng thông suốt, mỗi tầng có 2 phòng, có thang máy.
🚧 Thích hợp làm thẩm mỹ viện, spa, văn phòng công ty, trung tâm ngoại ngữ, phòng khám, phòng giao dịch ngân hàng, cửa hàng shooroom trưng bày, quán cơm văn phòng, cửa hàng ăn nhanh như: lẫu hàn quốc, gà ráng….

☎️LH Mr. ĐẠI : CHUYÊN CHO THUÊ MẶT BẰNG TẠI BÌNH ĐỊNH",_,,5,20m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 30 triệu / tháng,Ngày đăng: 29/07/2023,20m,Văn phòng,5m
" Đường Hội Vũ, Phường Hàng Bồ, Quận Hoàn Kiếm, Hà Nội", 40 m,4,"Cho thuê nhà mặt phố cổ , thiết kế 4,5 tầng , mặt tiền 5 m diện tích 40m2, có thang máy và thang bộ , phù hợp bán thời trang hoặc spa, giá chốt 55 triệu thanh toán 3 cọc 1 liên hệ :khu vực phố cổ rất đông dân,cạnh nhà có bãi đỗ ô tô lên rất thuận tiện cho việc kinh doanh",_,,5,8m,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 55 triệu / tháng,Ngày đăng: 29/07/2023,10m,Nhà mặt tiền,5m
" Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội", 1.000 m,6,"Cho thuê biệt thự 500 m² Tây Hồ, nhà thiết kế 3 tầng nổi và 1 tầng hầm, với diện tích xây dựng là 150 m², trong nhà hiện đầy đủ đồ bao gồm 6 phòng ngủ, 1 bếp, 1 khách và 5 vệ sinh, sân vườn 1000m2, phù hợp vừa ở vừa làm văn phòng.",_,,4,50m,True,True,True,False,True,---, 50 triệu / tháng,Ngày đăng: 29/07/2023,12m,"Biệt thự, nhà liền kề",20m
